stopId,variant,title,outputFile,voiceId,engine,textType,text
black-medical-legacy-mercy-douglass-hospital,walk,Mercy Douglass Hospital,mercy-douglass-hospital-walk.mp3,Amy,neural,text,"Mercy Hospital was founded in 1907 at 50th and Woodland Avenue in West Philadelphia by the Sisters of Mercy as a Catholic hospital serving Black patients excluded from other facilities. Its nursing school trained Black women for a profession that offered one of the few paths to skilled, well-compensated employment available to Black women in the early twentieth century. When Mercy and Frederick Douglass merged in 1948, the combined program became the most significant source of Black nursing graduates in the Philadelphia region. The nurses trained here entered a healthcare system that was nominally integrating but still deeply resistant to Black professional advancement — they carried credentials from a Black institution into white hospitals that had just been legally required to admit them. The hospital closed in 1973 as federal Medicare and Medicaid funding, combined with desegregation of previously white facilities, changed the economics of Black hospital operation in ways that made many such institutions financially unviable. The building is gone but the thousand-plus nurses it trained are its legacy."
college-hop-tour-chestnut-hill-college,drive,Chestnut Hill College,chestnut-hill-college-drive.mp3,Amy,neural,text,"Chestnut Hill College is in the Chestnut Hill neighborhood of Northwest Philadelphia — a Catholic liberal arts college founded in 1924 by the Sisters of Saint Joseph, occupying a 1920s castle-like campus on a hill above the Wissahickon Valley. It was one of the first Catholic women's colleges in the Philadelphia region."
college-hop-tour-chestnut-hill-college,walk,Chestnut Hill College,chestnut-hill-college-walk.mp3,Amy,neural,text,"Chestnut Hill College was founded in 1924 by the Sisters of Saint Joseph of Philadelphia as a women's liberal arts college — the primary mode through which Catholic religious orders provided higher education for women in the early twentieth century. The campus, designed in Collegiate Gothic style, occupies a hilltop site with views of the Wissahickon Valley. The Sisters of Saint Joseph's commitment to women's education reflected their broader institutional identity — the order operates schools, hospitals, and social service organizations across the Philadelphia region focused on the margins: the poor, the immigrant, the excluded. Chestnut Hill College became coeducational in 2003, reflecting the broader transformation of Catholic women's colleges. The campus remains one of the most architecturally distinctive in the Philadelphia region, and the Subiaco Building is a genuine example of the Gothic Revival at its most ambitious."
college-hop-tour-curtis-institute-of-music,drive,Curtis Institute of Music,curtis-institute-of-music-drive.mp3,Amy,neural,text,"The Curtis Institute of Music is ahead in the Rittenhouse Square neighborhood. Founded in 1924, Curtis has trained more of the world's leading classical musicians than any other institution of its size — and it does it entirely on full scholarship, admitting only the most exceptional students regardless of their ability to pay."
college-hop-tour-curtis-institute-of-music,walk,Curtis Institute of Music,curtis-institute-of-music-walk.mp3,Amy,neural,text,"Mary Louise Curtis Bok founded the Curtis Institute in 1924 with an endowment from her father, publisher Cyrus Curtis, with a specific mission: to train the most gifted young musicians in the world at the highest possible level, without charging tuition. Every student admitted receives a full scholarship. The admission rate is around four percent — more competitive than Harvard. Curtis graduates hold principal positions in virtually every major orchestra in the world. Leonard Bernstein studied here. Lang Lang studied here. Hilary Hahn. Yuja Wang. Yo-Yo Ma taught here. The school occupies a group of townhouses on Locust Street that have been expanded and interconnected over a century, and the result is a campus where you can walk past a practice room and hear a student working through Brahms or Bartok at a level of precision that stops you on the sidewalk. Public student recitals are free and open to anyone. Philadelphia's claim to classical music excellence runs directly through this building."
college-hop-tour-drexel-university,drive,Drexel University,drexel-university-drive.mp3,Amy,neural,text,Drexel University is at Market Street and 32nd Street in West Philadelphia — a research university founded in 1891 by Philadelphia industrialist Anthony Drexel as a technical and professional training institution that would serve students of modest means. Its Mario the Dragon mascot and Health Sciences building are landmarks of its campus.
college-hop-tour-drexel-university,walk,Drexel University,drexel-university-walk.mp3,Amy,neural,text,"Anthony Drexel founded Drexel Institute in 1891 with an endowment drawn from his fortune as a banker and business partner of J.P. Morgan, with a specific philosophy: technical and professional education should be available to people who could not access or afford traditional university education. The institution admitted women and people of color from its founding — unusual for a Philadelphia institution of the period. Drexel grew through mergers and acquisitions in the late twentieth century, absorbing the Hahnemann University medical school and the Medical College of Pennsylvania, becoming one of the largest private universities in the country by enrollment. Its cooperative education program — integrating professional work experience into the academic curriculum — has been a model for career-focused higher education. The campus along Market Street represents the westward expansion of the university's footprint into a neighborhood that was predominantly Black through the mid-twentieth century."
college-hop-tour-la-salle-university,drive,La Salle University,la-salle-university-drive.mp3,Amy,neural,text,"La Salle University is in the Olney neighborhood of Northwest Philadelphia — a Catholic university founded in 1863 by the De La Salle Christian Brothers, the religious order that has operated schools for poor and working-class students since the seventeenth century. Its 1930s Collegiate Gothic campus includes the De La Salle Chapel."
college-hop-tour-la-salle-university,walk,La Salle University,la-salle-university-walk.mp3,Amy,neural,text,"The Christian Brothers — formally the Brothers of the Christian Schools, founded by Saint John Baptist de La Salle in seventeenth century France — have operated La Salle University since its founding in 1863. Their educational tradition emphasizes practical formation alongside academic instruction, and La Salle has historically served first-generation college students and students from Philadelphia's Catholic school pipeline and working-class communities. The campus's Collegiate Gothic architecture gives it a visual coherence and dignity that reflects the Brothers' belief that the physical environment of education matters. The La Salle Art Museum holds a collection of over four thousand works accumulated over more than a century — including Old Master paintings, prints, and works from Africa and Asia. The collection is free and open to the public. It is one of the most undervisited museum collections in Philadelphia."
college-hop-tour-temple-university,drive,Temple University,temple-university-drive.mp3,Amy,neural,text,Temple University is in North Philadelphia at 13th and Berks Streets — a major research university founded in 1884 by Baptist minister Russell Conwell with the radical proposition that a quality higher education should be available to working people who could afford neither the time nor the money for traditional university study.
college-hop-tour-temple-university,walk,Temple University,temple-university-walk.mp3,Amy,neural,text,"Russell Conwell founded Temple College in 1884 in the basement of his church, offering night classes to working adults who wanted education but couldn't access it through conventional means. Temple's North Philadelphia location placed it at the center of the community that the Great Migration was transforming in the early twentieth century, and the university became one of the primary avenues of higher education for Black Philadelphians who could not access Penn or other private institutions. Cecil B. Moore, who desegregated Girard College and opened the building trade unions to Black workers, graduated from Temple Law. The Bell Tower, the Diamond Marching Band, and the thirty-plus murals on the North Philadelphia campus are the visual identity of a university that built itself on the premise that education belongs to everyone."
college-hop-tour-thomas-jefferson-university,drive,Thomas Jefferson University,thomas-jefferson-university-drive.mp3,Amy,neural,text,Thomas Jefferson University's East Falls campus is in the East Falls neighborhood along the Schuylkill — a 100-acre wooded campus that was formerly the Philadelphia College of Textiles and Science before merging with Jefferson Health to form one of the largest academic health systems in Pennsylvania.
college-hop-tour-thomas-jefferson-university,walk,Thomas Jefferson University,thomas-jefferson-university-walk.mp3,Amy,neural,text,"Thomas Jefferson University's East Falls campus occupies the former Philadelphia University campus — an institution founded in 1884 as the Philadelphia Textile School, reflecting the city's historical importance as a center of textile manufacturing. The merger of Jefferson Medical College and Philadelphia University in 2017 created a hybrid institution combining one of the oldest medical schools in the country with design, fashion, and architecture programs. The East Falls campus, with its wooded grounds along the Schuylkill, feels more like a suburban liberal arts college than an urban research university — reflecting its origins as a specialized technical school. The fashion design program has been a pipeline for designers who go on to significant careers in New York, and its proximity to the Philadelphia textile tradition — the mills of Manayunk, the manufacturing expertise of Kensington — gives it a historical foundation that programs at purely urban universities lack."
college-hop-tour-university-of-pennsylvania,drive,University of Pennsylvania,university-of-pennsylvania-drive.mp3,Amy,neural,text,The University of Pennsylvania's Locust Walk campus is at 34th and Walnut Streets. Penn is an Ivy League institution founded by Benjamin Franklin in 1740 — the first university in the United States not founded by a religious institution — and its campus in West Philadelphia contains some of the finest collegiate architecture in the country.
college-hop-tour-university-of-pennsylvania,walk,University of Pennsylvania,university-of-pennsylvania-walk.mp3,Amy,neural,text,"The University of Pennsylvania was chartered in 1755 and moved to its current West Philadelphia campus in 1872, where buildings designed by the Furness firm, and later by Julian Abele for Horace Trumbauer, created one of the most architecturally significant university campuses in the United States. Fisher Fine Arts Library, designed by Frank Furness in 1891, is widely considered the finest example of the Furness Gothic style. Penn's relationship to West Philadelphia has been complicated: the university has been one of the primary drivers of West Philadelphia's transformation over the past fifty years, using land acquisition and development to reshape the neighborhood in ways that have displaced long-term residents. Penn has also produced important scholarship on that community: W.E.B. Du Bois conducted his 1896 study of the Black Seventh Ward while affiliated with Penn, and the Du Bois College House acknowledges a scholar whose work the institution used without fully embracing."
college-hop-tour-university-of-the-arts,drive,University of the Arts,university-of-the-arts-drive.mp3,Amy,neural,text,"The University of the Arts on Broad Street in Center City was one of the oldest arts universities in the United States — founded in 1876 as the Pennsylvania Museum and School of Industrial Art. It closed in 2024 after 148 years of operation, in a sudden closure that shocked the Philadelphia arts community."
college-hop-tour-university-of-the-arts,walk,University of the Arts,university-of-the-arts-walk.mp3,Amy,neural,text,"The University of the Arts was founded in 1876 to train artists in the decorative and applied arts that served Philadelphia's industrial economy. It grew through mergers into a comprehensive arts university offering degrees in fine art, design, film, music, dance, and theatre. Its South Broad Street campus made it a neighbor to the Kimmel Center, the Academy of Music, and the Wilma Theater. In May 2024, the university announced its sudden closure due to financial insolvency, and locked students out of the building with two weeks' notice. The closure devastated students who had to scramble for alternatives and shocked the Philadelphia arts community. The building remains on Broad Street. The institution that occupied it for nearly 150 years, that trained generations of designers, painters, musicians, and performers, no longer exists. What happened to the University of the Arts is a story about the economics of arts education in America, and Philadelphia's loss is not a small one."
divine-9-legacy-tour-alpha-phi-alpha-42nd-and-chestnut,drive,Alpha Phi Alpha 42nd and Chestnut,alpha-phi-alpha-42nd-and-chestnut-drive.mp3,Amy,neural,text,"Alpha Phi Alpha at 42nd and Chestnut Street in West Philadelphia marks the site of the first graduate chapter house of the oldest African American intercollegiate fraternity in the United States — established here in 1922, a chapter that has been a center of Black professional and civic life in West Philadelphia for a century."
divine-9-legacy-tour-alpha-phi-alpha-42nd-and-chestnut,walk,Alpha Phi Alpha 42nd and Chestnut,alpha-phi-alpha-42nd-and-chestnut-walk.mp3,Amy,neural,text,"Alpha Phi Alpha was founded in 1906 at Cornell University by Black students at an institution that admitted them but provided almost no social infrastructure for their lives, in a city where they were excluded from most off-campus social activity. The fraternity provided what the institution would not: community, mentorship, and a framework for understanding Black professional life that extended beyond the campus. The Zeta Chapter at the University of Pennsylvania was among the earliest graduate chapters, and the chapter house at 42nd and Chestnut was the physical home of that institutional network. Alpha Phi Alpha's alumni roster is a compressed history of Black American achievement: W.E.B. Du Bois, Thurgood Marshall, Martin Luther King Jr., Jesse Owens, Kareem Abdul-Jabbar, Cornel West. The fraternity was not a social club for men who had already succeeded. It was an institution that helped create the conditions under which Black men in American universities could succeed at all."
divine-9-legacy-tour-delta-sigma-theta-40th-and-market,drive,Delta Sigma Theta 40th and Market,delta-sigma-theta-40th-and-market-drive.mp3,Amy,neural,text,"Delta Sigma Theta at 40th and Market Street marks the chapter house associated with the sorority that, five weeks after its 1913 founding at Howard University, marched in the women's suffrage parade in Washington D.C. — asserting Black women's claim to voting rights that the predominantly white suffrage movement was often reluctant to include."
divine-9-legacy-tour-delta-sigma-theta-40th-and-market,walk,Delta Sigma Theta 40th and Market,delta-sigma-theta-40th-and-market-walk.mp3,Amy,neural,text,"Delta Sigma Theta was founded on January 13, 1913, at Howard University by twenty-two women dissatisfied with the existing sorority's failure to take public political positions on issues affecting Black women. Five weeks after their founding, they marched in the women's suffrage parade in Washington D.C. — a public act that established the sorority's commitment to civic engagement from its first month of existence. The Philadelphia chapter, established in 1920, has been active in West Philadelphia civic life for over a century, operating community service programs, voter registration drives, and educational initiatives. Delta Sigma Theta's public service foundation — established in 1960 — is one of the largest Black women's philanthropic organizations in the United States."
divine-9-legacy-tour-iota-phi-theta-temple-greek-row,drive,Iota Phi Theta Temple Greek Row,iota-phi-theta-temple-greek-row-drive.mp3,Amy,neural,text,Iota Phi Theta at 1900 North 13th Street on Temple University's Greek Row is the youngest of the Divine Nine fraternities — founded in 1963 at Morgan State University and establishing its first chapter north of Baltimore at Temple in 1972. Its founding in the Civil Rights era gives it a distinct historical character.
divine-9-legacy-tour-iota-phi-theta-temple-greek-row,walk,Iota Phi Theta Temple Greek Row,iota-phi-theta-temple-greek-row-walk.mp3,Amy,neural,text,"Iota Phi Theta was founded on September 19, 1963, at Morgan State University in Baltimore by twelve men who wanted an organization combining the Greek letter tradition with the spirit of the Civil Rights Movement transforming American society at the moment of their founding. The fraternity's founding came eight years after the Montgomery Bus Boycott, three months after Medgar Evers's assassination, and two months after the March on Washington — context that shaped the founders' understanding of what a Black fraternity should be and do. Iota's expansion to Temple University in 1972 reflected growth beyond its historically Black college base into predominantly white institutions with significant Black student populations. Temple's North Philadelphia location, in a neighborhood with deep connections to the Civil Rights era and the Black Power movement, made it a natural environment for an organization founded in the movement's spirit."
divine-9-legacy-tour-kappa-alpha-psi-44th-and-chestnut,drive,Kappa Alpha Psi 44th and Chestnut,kappa-alpha-psi-44th-and-chestnut-drive.mp3,Amy,neural,text,"Kappa Alpha Psi at 44th and Chestnut Street marks the site of the first graduate chapter of the second oldest Black Greek letter fraternity in the United States — founded at Indiana University in 1911 and organized around the achievement motive, the proposition that Black men could achieve excellence in any field when given the opportunity and organizational support."
divine-9-legacy-tour-kappa-alpha-psi-44th-and-chestnut,walk,Kappa Alpha Psi 44th and Chestnut,kappa-alpha-psi-44th-and-chestnut-walk.mp3,Amy,neural,text,"Kappa Alpha Psi was founded at Indiana University in Bloomington in 1911 by Elder Watson Diggs and nine other men who chose to establish their fraternity at a predominantly white institution in a state where Black citizens faced significant discrimination — a deliberate assertion. The fraternity's motto, Achievement in Every Field of Human Endeavor, reflected a specific response to the claim that Black men were limited in their capacities. The Philadelphia chapter — Rho Sigma — was the first graduate chapter established outside the fraternity's founding institution, reflecting the organizational reach of early leadership. Kappa alumni include Leontyne Price, Bill Russell, and Tavis Smiley. The chapter house at 44th and Chestnut has been a center of West Philadelphia Black professional life for nearly a century."
divine-9-legacy-tour-phi-beta-sigma-44th-and-market,drive,Phi Beta Sigma 44th and Market,phi-beta-sigma-44th-and-market-drive.mp3,Amy,neural,text,"Phi Beta Sigma at 44th and Market Street marks the chapter house of the fraternity founded in 1914 at Howard University — constitutionally partnered with Zeta Phi Beta Sorority and founded with a specific commitment to brotherhood, scholarship, and service as tools for Black community advancement."
divine-9-legacy-tour-phi-beta-sigma-44th-and-market,walk,Phi Beta Sigma 44th and Market,phi-beta-sigma-44th-and-market-walk.mp3,Amy,neural,text,"Phi Beta Sigma was founded on January 9, 1914, at Howard University by A. Langston Taylor, Leonard F. Morse, and Charles I. Brown with a vision that distinguished it from other fraternities: it was intended to be for all men rather than an exclusive organization, and its service orientation was constitutional rather than aspirational. The partnership with Zeta Phi Beta Sorority, established at the fraternity's founding, reflected the founders' belief that men's and women's organizations should work in coordinated community service. Phi Beta Sigma's Philadelphia chapter has operated in West Philadelphia for decades with programs in education, economic development, and civic engagement. Notable alumni include A. Philip Randolph, who organized the Brotherhood of Sleeping Car Porters and was one of the most important labor leaders in American history."
divine-9-legacy-tour-sigma-gamma-rho-48th-and-spruce,drive,Sigma Gamma Rho 48th and Spruce,sigma-gamma-rho-48th-and-spruce-drive.mp3,Amy,neural,text,Sigma Gamma Rho at 48th and Spruce Street marks the Philadelphia presence of a sorority founded in 1922 at Butler University in Indianapolis — the only Divine Nine organization founded at a predominantly white institution — with a mission explicitly oriented toward improving educational and civic conditions in Black communities.
divine-9-legacy-tour-sigma-gamma-rho-48th-and-spruce,walk,Sigma Gamma Rho 48th and Spruce,sigma-gamma-rho-48th-and-spruce-walk.mp3,Amy,neural,text,"Sigma Gamma Rho was founded on November 12, 1922, at Butler University by seven Black schoolteachers who envisioned a sorority organized around scholarship, service, sisterly love, and finer womanhood. The founding at a predominantly white institution was not accidental: Black women's access to higher education in Indiana in 1922 was limited, and Butler was one of the few institutions available to them. The educational emphasis has been consistent across a century: Sigma Gamma Rho operates literacy programs, STEM education initiatives, and scholarship funds reflecting the founders' conviction that education is the primary mechanism of Black community advancement. The Philadelphia chapter's work in the 48th and Spruce neighborhood of West Philadelphia has extended across multiple generations, with programs in public schools and community organizations that continue the founders' educational mission in a different city and a different era."
divine-9-legacy-tour-zeta-phi-beta-17th-and-jefferson,drive,Zeta Phi Beta 17th and Jefferson,zeta-phi-beta-17th-and-jefferson-drive.mp3,Amy,neural,text,"Zeta Phi Beta at 17th and Jefferson Street in North Philadelphia marks the site of the first graduate chapter of a sorority founded in 1920 at Howard University — the only Divine Nine organization founded with a constitutional mandate to work in partnership with its brother fraternity, Phi Beta Sigma, in service to the community."
divine-9-legacy-tour-zeta-phi-beta-17th-and-jefferson,walk,Zeta Phi Beta 17th and Jefferson,zeta-phi-beta-17th-and-jefferson-walk.mp3,Amy,neural,text,"Zeta Phi Beta was founded on January 16, 1920, at Howard University by five women who envisioned a sorority organized around scholarship, service, sisterly love, and finer womanhood. The constitutional partnership with Phi Beta Sigma was unusual in the Greek letter world and reflected a specific philosophy: that men's and women's organizations working in the same communities should coordinate their service rather than compete for resources and recognition. The Philadelphia chapter's presence on Jefferson Street in North Philadelphia placed it in the heart of a community that the Great Migration had transformed — a neighborhood of churches, lodges, schools, and professional organizations where Zeta's emphasis on service had an immediate application. The mural that now marks the chapter house site is part of the Mural Arts Program's documentation of the city's Greek letter organization history."
eastern-star-weekend-most-worshipful-prince-hall-oes,drive,Most Worshipful Prince Hall OES,most-worshipful-prince-hall-oes-drive.mp3,Amy,neural,text,The Most Worshipful Prince Hall Order of the Eastern Star Grand Chapter in Pennsylvania maintains its operations through the Prince Hall Grand Lodge complex in North Philadelphia — an organizational network encompassing chapters across the state and representing one of the largest networks of Black women's fraternal organization in Pennsylvania.
eastern-star-weekend-most-worshipful-prince-hall-oes,walk,Most Worshipful Prince Hall OES,most-worshipful-prince-hall-oes-walk.mp3,Amy,neural,text,"The Prince Hall OES Grand Chapter of Pennsylvania represents a statewide network of local chapters that has operated continuously since the late nineteenth century. Membership is drawn from women who are relatives of Prince Hall Master Masons, maintaining the family-based membership structure the OES established at its founding. The chapters meet in lodge halls throughout Pennsylvania, many in the same buildings where the Prince Hall lodges meet, sharing physical space and organizational history with the fraternal structure that sponsors them. The women who have led and participated in these chapters over a century and a half have included teachers, nurses, social workers, educators, and civic leaders who brought the same organizational skills and service commitment to the Eastern Star that they brought to every other aspect of their professional and community lives."
job-s-daughters-original-bethel-no-1-hall,drive,Original Bethel No 1 Hall,original-bethel-no-1-hall-drive.mp3,Amy,neural,text,"The original Pennsylvania Bethel No. 1 meeting hall site is at 13th and Arch Streets — the location where Philadelphia's first Job's Daughters chapter held its meetings in the 1920s and 1930s, in the years when the organization was expanding rapidly across the country under Masonic sponsorship."
job-s-daughters-original-bethel-no-1-hall,walk,Original Bethel No 1 Hall,original-bethel-no-1-hall-walk.mp3,Amy,neural,text,"Pennsylvania Bethel No. 1 was chartered in 1921, just one year after the organization's founding in Omaha, reflecting the speed with which Job's Daughters spread through the Masonic network. Philadelphia's Masonic infrastructure in the 1920s was extensive: dozens of active lodges, the Grand Lodge at 1 North Broad, the Masonic Home in Elizabethtown, and a network of Masonic families whose daughters were immediately eligible for the new organization. The meeting hall at 13th and Arch was one of the upper-floor lodge rooms that characterized Philadelphia Masonic meeting spaces — functional, symbolically appointed, removed from street level and therefore from casual observation. The ritual work done in these rooms — the memorized parts, the ceremonies of admission and installation — was the work of forming young women into the kind of civic and moral adults the organization intended to produce. The room is gone. The formation it produced in a hundred years of members is not."
library-story-hop-tour-athenaeum-of-philadelphia,drive,Athenaeum of Philadelphia,athenaeum-of-philadelphia-drive.mp3,Amy,neural,text,"The Athenaeum of Philadelphia is at 219 South 6th Street, a short walk from Independence Hall. This 1847 Italianate building is one of the finest examples of nineteenth century institutional architecture in Philadelphia, and its collection includes evidence of Edgar Allan Poe's visits — including initials he carved into a wooden surface, authenticated by the library's archivists."
library-story-hop-tour-athenaeum-of-philadelphia,walk,Athenaeum of Philadelphia,athenaeum-of-philadelphia-walk.mp3,Amy,neural,text,"The Athenaeum was founded in 1814 and moved to its current building in 1847 — an Italianate structure designed by John Notman that was among the first buildings in the United States in that style and that influenced a generation of American institutional architecture. Edgar Allan Poe lived in Philadelphia from 1838 to 1844 — the most productive period of his career, during which he wrote The Fall of the House of Usher, The Murders in the Rue Morgue, and The Tell-Tale Heart. He used the Athenaeum's reading room, and the initials attributed to him are among the more charming pieces of literary evidence in the building's history. Poe's Philadelphia period is documented at his house at 532 North 7th Street, now a National Historic Site, but the Athenaeum was part of the intellectual landscape he worked within. The building is one of the finest surviving examples of Italian palazzo style applied to an American civic institution."
library-story-hop-tour-free-library-central-parkway,drive,Free Library Central Parkway,free-library-central-parkway-drive.mp3,Amy,neural,text,"The Free Library of Philadelphia's Central Library is at 1901 Vine Street on the Benjamin Franklin Parkway. This 1927 Beaux Arts building contains in its rare book room a cast of Grip the raven — the bird owned by Charles Dickens that is widely believed to have inspired Edgar Allan Poe's poem, and that Dickens brought on his 1842 Philadelphia visit."
library-story-hop-tour-free-library-central-parkway,walk,Free Library Central Parkway,free-library-central-parkway-walk.mp3,Amy,neural,text,"The Free Library of Philadelphia was founded in 1891 and moved to its current Parkway location in 1927. The building, designed by Horace Trumbauer with significant contributions from Julian Abele — a Black architect who designed much of Trumbauer's most significant work while receiving little formal credit — is modeled on the Palais de la Legion d'Honneur in Paris. The rare book room contains one of the great collections of Dickensiana in the world, including materials from Dickens's 1842 American tour that brought him to Philadelphia. Grip, Dickens's pet raven, accompanied him and was observed by Poe, who was living in Philadelphia at the time. Poe's poem The Raven, published in 1845, is widely believed to have been influenced by Dickens's bird — a literary connection that runs from a specific raven in a specific city through one of the most famous poems in the English language. The stuffed body of Grip is here. The connection between these two nineteenth century writers, mediated by a bird and a city, is one of the more unexpected threads in American literary history."
library-story-hop-tour-historical-society-of-pennsylvania,drive,Historical Society of Pennsylvania,historical-society-of-pennsylvania-drive.mp3,Amy,neural,text,"The Historical Society of Pennsylvania is at 1300 Locust Street — one of the oldest historical societies in the United States, founded in 1824, and the repository of one of the most significant collections of primary source material for American history in existence, including an original draft of the Declaration of Independence with Jefferson's edits visible."
library-story-hop-tour-historical-society-of-pennsylvania,walk,Historical Society of Pennsylvania,historical-society-of-pennsylvania-walk.mp3,Amy,neural,text,"The Historical Society of Pennsylvania was founded in 1824 to collect and preserve the documentary record of Pennsylvania and American history, and it has been doing so continuously for two centuries. Its holdings include the papers of William Penn, Benjamin Franklin, and virtually every major figure in Pennsylvania political history. The draft of the Declaration of Independence in its collection shows Jefferson's editorial process — the revisions, the crossed-out passages, the language that was considered and rejected — in ways that the final engrossed copy cannot. The HSP also holds one of the most significant collections of African American historical material in the United States, including the records of the Pennsylvania Abolition Society, the papers of the American Anti-Slavery Society, and materials documenting the free Black community of Philadelphia from the eighteenth century forward. The building on Locust Street shares a campus with the Library Company — two of the oldest and most significant research libraries in the country, side by side on the same block."
library-story-hop-tour-library-company-of-philadelphia,drive,Library Company of Philadelphia,library-company-of-philadelphia-drive.mp3,Amy,neural,text,"The Library Company of Philadelphia is at 1314 Locust Street — the oldest cultural institution in the United States, founded by Benjamin Franklin in 1731, and the home of one of the most remarkable stories in American library history: an enslaved boy named Othello who was granted reading privileges here in 1739."
library-story-hop-tour-library-company-of-philadelphia,walk,Library Company of Philadelphia,library-company-of-philadelphia-walk.mp3,Amy,neural,text,"Benjamin Franklin founded the Library Company in 1731 as a subscription library — members pooled resources to buy books any member could borrow. It was the first public library in the colonies and remained the de facto Library of Congress until the nineteenth century. The story of Othello — an enslaved young man whose master brought him here for reading lessons in 1739 — is documented in the library's records. His access to literacy through an institution founded on Enlightenment principles of open access represents one of the founding contradictions of American intellectual life: a library built on principles of universal human reason, operating in a society that denied the humanity of a significant portion of its population. The Library Company's collection today includes the personal papers of Frederick Douglass, the records of the Philadelphia Female Anti-Slavery Society, and materials documenting the free Black community of Philadelphia from the colonial era forward. It is a research library open to anyone with a legitimate research interest."
library-story-hop-tour-rosenbach-museum-and-library,drive,Rosenbach Museum and Library,rosenbach-museum-and-library-drive.mp3,Amy,neural,text,"The Rosenbach Museum and Library is at 2008 Delancey Place in Rittenhouse Square — a townhouse packed floor to ceiling with some of the most significant literary and artistic objects in the United States, including original Maurice Sendak drawings, the manuscript of James Joyce's Ulysses, and the original Winnie-the-Pooh stuffed animals."
library-story-hop-tour-rosenbach-museum-and-library,walk,Rosenbach Museum and Library,rosenbach-museum-and-library-walk.mp3,Amy,neural,text,"Philip and Abraham Simon Wolf Rosenbach were Philadelphia brothers who assembled one of the great private collections of literary and artistic material in American history. A.S.W. Rosenbach was the most aggressive rare book dealer of his era, acquiring materials from estates across Britain and America. What he kept for himself was extraordinary: the manuscript of Ulysses in James Joyce's hand, the manuscript of Beowulf, first editions of virtually every canonical English and American literary work, and one of the largest collections of original children's book illustrations in the world — including hundreds of Maurice Sendak's original drawings for Where the Wild Things Are. The actual Winnie-the-Pooh stuffed animals owned by Christopher Robin Milne are in this building. The house itself is preserved as the brothers left it, which means it feels less like a museum than a very organized private home with an extraordinary library. It is one of the most quietly astonishing rooms in Philadelphia."
old-york-road-corridor-cecil-b-moore-law-office,drive,Cecil B. Moore Law Office,cecil-b-moore-law-office-drive.mp3,Amy,neural,text,"Cecil B. Moore's law office was at 7101 Ogontz Avenue. Moore was the most confrontational and effective civil rights attorney in Philadelphia history — the man who desegregated Girard College, forced the city's construction unions to accept Black workers, and ran the Philadelphia NAACP with a militancy that made him a hero to North Philadelphia and a problem for everyone else."
old-york-road-corridor-cecil-b-moore-law-office,walk,Cecil B. Moore Law Office,cecil-b-moore-law-office-walk.mp3,Amy,neural,text,"Cecil Bassett Moore was born in 1915 in Plumsteadville, Pennsylvania, served in the Marines in World War II, earned his law degree from Temple University in 1953, and spent the next two decades as the most combative civil rights figure in Philadelphia. He became president of the Philadelphia chapter of the NAACP in 1963 and immediately transformed it from a cautious advocacy organization into an instrument of direct action. His most celebrated campaign was the years-long protest at Girard College — the school founded by Stephen Girard's will, which specified that it was for poor white orphan boys only. Moore organized daily picket lines around the school's massive wall beginning in 1964, sustained the protest for two years, and succeeded in forcing desegregation of the school in 1968 after litigation reached the Supreme Court. He ran a simultaneous campaign against Philadelphia's all-white building trade unions, using economic pressure and direct action to force Local 542 of the Operating Engineers and other unions to accept Black members. Moore was loud, profane, tactically brilliant, and almost impossible to manage — which was, he argued, the point. The law office you're passing was where that work was organized."
old-york-road-corridor-cliveden-historic-site,drive,Cliveden Historic Site,cliveden-historic-site-drive.mp3,Amy,neural,text,"Cliveden is ahead at 6401 Germantown Avenue — the site appears on multiple tours in this program because it is genuinely one of the most historically complex sites in the city. The Battle of Germantown, the lives of the enslaved people who built and maintained the property, and the ongoing work of public historical reckoning all converge here."
old-york-road-corridor-cliveden-historic-site,walk,Cliveden Historic Site,cliveden-historic-site-walk.mp3,Amy,neural,text,"Cliveden was built by Benjamin Chew between 1763 and 1767, and the Battle of Germantown on October 4, 1777 made it the most fought-over house in Pennsylvania. Washington's assault on the British-held Philadelphia used this building as a reference point — the British soldiers who took refuge in its stone walls and repelled four American assaults held a position that changed the outcome of the battle. But the more durable history of Cliveden is the history of the enslaved people who built it and the generations of Black laborers who maintained it through the eighteenth and nineteenth centuries. Cliveden's management has committed to what they call the full history of the site — not the sanitized version that presents the house as a monument to colonial elegance, but the complete version that includes the labor system that made that elegance possible. The annual Cliveden Conversations event brings historians, community members, and descendants of enslaved people together at the site to examine that history directly. It is one of the most important programs in public history in Philadelphia."
old-york-road-corridor-germantown-high-school,drive,Germantown High School,germantown-high-school-drive.mp3,Amy,neural,text,"Germantown High School is ahead at 2950 West School House Lane. When it opened in 1914, it was the first racially integrated public high school in Philadelphia — a fact that places it at the beginning of a long and unfinished argument about what integrated education in this city actually means."
